Herbarium accession sheet,Species,Flower number,Corolla length (cm),Corolla width throat (cm),Mean corolla length (cm),Standard Deviation corolla length (cm),Mean corolla width (cm),Standard deviation  corolla width (cm),Length width ratio
Phlox nana KANU00265768,Phlox nana,2,2.335,0.251,,,,,
Phlox nana KANU00265768,Phlox nana,3,2.081,0.188,,,,,
Phlox nana KANU00265770,Phlox nana,1,2.84,0.199,,,,,
Phlox nana KANU00265770,Phlox nana,2,3.034,0.233,,,,,
Phlox nana KANU00265770,Phlox nana,3,3.023,0.225,,,,,
Phlox nana KANU00265772,Phlox nana,1,3.184,0.234,,,,,
Phlox nana KANU00265772,Phlox nana,2,2.88,0.261,,,,,
Phlox nana KANU00265772,Phlox nana,3,3.105,0.275,,,,,
,Phlox nana,,,,2.78255555555556,0.377580160731173,0.233666666666667,0.0276812210713327,11.9082263433191
Phlox nivalis KANU00265779,Phlox nivalis,1,2.241,0.329,,,,,
Phlox nivalis KANU00265779,Phlox nivalis,2,1.975,0.257,,,,,
Phlox nivalis KANU00265779,Phlox nivalis,3,2.351,0.278,,,,,
Phlox nivalis KANU00265780,Phlox nivalis,1,2.66,0.23,,,,,
Phlox nivalis KANU00265780,Phlox nivalis,2,2.461,0.217,,,,,
Phlox nivalis KANU00265780,Phlox nivalis,3,2.448,0.221,,,,,
Phlox nivalis KANU00265781,Phlox nivalis,1,2.649,0.208,,,,,
Phlox nivalis KANU00265781,Phlox nivalis,2,2.486,0.24,,,,,
Phlox nivalis KANU00265781,Phlox nivalis,3,2.047,0.159,,,,,
Phlox nivalis KSC0130173,Phlox nivalis,1,2.371,0.217,,,,,
Phlox nivalis KSC0130173,Phlox nivalis,2,2.344,0.228,,,,,
Phlox nivalis KSC0130173,Phlox nivalis,3,2.056,0.231,,,,,
,Phlox nivalis,,,,2.34075,0.224848282181563,0.234583333333333,0.0411548259256395,9.97833037300178
Phlox nivalis ssp texensis KSC0130174,Phlox nivalis ssp texensis,1,2.367,0.182,,,,,
Phlox nivalis ssp texensis KSC0130174,Phlox nivalis ssp texensis,2,2.45,0.238,,,,,
,Phlox nivalis ssp texensis,,,,2.4085,0.0586898628384836,0.21,0.0395979797464467,11.4690476190476
Phlox oklahomensis KANU00043577,Phlox oklahomensis,1,1.599,0.214,,,,,
Phlox oklahomensis KANU00043577,Phlox oklahomensis,2,1.79,0.238,,,,,
Phlox oklahomensis KANU00043577,Phlox oklahomensis,3,1.831,0.198,,,,,
Phlox oklahomensis KANU00330629,Phlox oklahomensis,1,2.132,0.247,,,,,
Phlox oklahomensis KANU00330629,Phlox oklahomensis,2,2.174,0.251,,,,,
Phlox oklahomensis KANU00330629,Phlox oklahomensis,3,2.224,0.222,,,,,
Phlox oklahomensis KANU350240,Phlox oklahomensis,1,1.105,0.189,,,,,
Phlox oklahomensis KANU350240,Phlox oklahomensis,2,1.078,0.202,,,,,
Phlox oklahomensis KANU350240,Phlox oklahomensis,3,1.085,0.168,,,,,
Phlox oklahomensis KSC0130180,Phlox oklahomensis,1,1.483,0.143,,,,,
Phlox oklahomensis KSC0130180,Phlox oklahomensis,2,1.565,0.213,,,,,
Phlox oklahomensis KSC0130180,Phlox oklahomensis,3,1.399,0.161,,,,,
Phlox oklahomensis KSC0130181,Phlox oklahomensis,1,1.751,0.182,,,,,
Phlox oklahomensis KSC0130181,Phlox oklahomensis,2,1.607,0.208,,,,,
Phlox oklahomensis KSC0130181,Phlox oklahomensis,3,1.39,0.24,,,,,
Phlox oklahomensis KSC0130184,Phlox oklahomensis,1,1.523,0.359,,,,,
Phlox oklahomensis KSC0130184,Phlox oklahomensis,2,2.116,,,,,,
Phlox oklahomensis KSC0130184,Phlox oklahomensis,3,1.856,,,,,,
,Phlox oklahomensis,,,,1.65044444444444,0.366883091208055,0.2146875,0.0495603588230218,7.68765971211386
Phlox opalensis MO04860164,Phlox opalensis,1,1.709,0.139,,,,,
Phlox opalensis MO04860164,Phlox opalensis,2,1.897,0.212,,,,,
Phlox opalensis MO04860164,Phlox opalensis,3,1.524,0.24,,,,,
,Phlox opalensis,,,,1.71,0.186502010713022,0.197,0.0521440312979348,8.68020304568528
Phlox ovata KANU00265785,Phlox ovata,1,2.846,0.218,,,,,
Phlox ovata KANU00265785,Phlox ovata,2,2.906,0.215,,,,,
Phlox ovata KANU00265785,Phlox ovata,3,2.331,,,,,,
Phlox ovata KANU00265786,Phlox ovata,1,2.077,0.231,,,,,
Phlox ovata KANU00265786,Phlox ovata,2,1.952,,,,,,
Phlox ovata KANU00265786,Phlox ovata,3,2.013,,,,,,
,Phlox ovata,,,,2.35416666666667,0.424714217641307,0.221333333333333,0.00850490054811539,10.6362951807229
Phlox ovata ssp latifolia KSC0130125,Phlox ovata ssp latifolia,1,2.425,0.223,,,,,
Phlox ovata ssp latifolia KSC0130125,Phlox ovata ssp latifolia,2,2.532,0.161,,,,,
Phlox ovata ssp latifolia KSC0130125,Phlox ovata ssp latifolia,3,2.616,0.188,,,,,
Phlox ovata ssp latifolia KSC0130126,Phlox ovata ssp latifolia,1,2.121,0.231,,,,,
Phlox ovata ssp latifolia KSC0130126,Phlox ovata ssp latifolia,2,1.994,0.303,,,,,
Phlox ovata ssp latifolia KSC0130126,Phlox ovata ssp latifolia,3,2.187,,,,,,
Phlox ovata ssp latifolia KSC0130129,Phlox ovata ssp latifolia,1,2.319,0.358,,,,,
Phlox ovata ssp latifolia KSC0130129,Phlox ovata ssp latifolia,2,2.133,0.327,,,,,
Phlox ovata ssp latifolia KSC0130129,Phlox ovata ssp latifolia,3,2.389,0.252,,,,,
,Phlox ovata ssp latifolia,,,,2.30177777777778,0.207332328507747,0.255375,0.0686917285517592,9.01332463153315
Phlox paniculata KANU00078424,Phlox paniculata,1,2.452,0.308,,,,,
Phlox paniculata KANU00078424,Phlox paniculata,2,2.511,0.287,,,,,
Phlox paniculata KANU00078424,Phlox paniculata,3,3.001,0.31,,,,,
Phlox paniculata KANU00078426,Phlox paniculata,1,2.579,0.307,,,,,
Phlox paniculata KANU00078426,Phlox paniculata,2,3.08,0.316,,,,,
Phlox paniculata KANU00078426,Phlox paniculata,3,3.103,0.326,,,,,
Phlox paniculata KANU353051,Phlox paniculata,1,3.541,0.278,,,,,
Phlox paniculata KANU353051,Phlox paniculata,2,3.808,0.296,,,,,
Phlox paniculata KANU353051,Phlox paniculata,3,3.253,0.211,,,,,
Phlox paniculata KSC0130188,Phlox paniculata,1,1.655,0.232,,,,,
Phlox paniculata KSC0130188,Phlox paniculata,2,1.411,0.26,,,,,
Phlox paniculata KSC0130188,Phlox paniculata,3,1.732,0.264,,,,,
Phlox paniculata KSC0130189,Phlox paniculata,1,3.035,0.224,,,,,
Phlox paniculata KSC0130189,Phlox paniculata,2,3.021,0.3,,,,,
Phlox paniculata KSC0130189,Phlox paniculata,3,3.128,0.238,,,,,
Phlox paniculata KSC0130191,Phlox paniculata,1,3.965,0.385,,,,,
Phlox paniculata KSC0130191,Phlox paniculata,2,3.794,0.324,,,,,
Phlox paniculata KSC0130191,Phlox paniculata,3,3.351,0.378,,,,,
,Phlox paniculata,,,,2.91222222222222,0.737612328877722,0.291333333333333,0.048146834237142,9.99618611746758
Phlox pattersonii KSC2,Phlox pattersonii,1,2.674,,,,,,
Phlox pattersonii KSC2,Phlox pattersonii,2,1.642,,,,,,
,Phlox pattersonii,,,,2.158,0.729734198184517,,,
Phlox pilosa KSC0130205,Phlox pilosa,1,2.241,0.248,,,,,
Phlox pilosa KSC0130205,Phlox pilosa,2,1.848,0.233,,,,,
Phlox pilosa KSC0130205,Phlox pilosa,3,1.899,0.279,,,,,
Phlox pilosa KSC0130223,Phlox pilosa,1,2.282,0.339,,,,,
Phlox pilosa KSC0130223,Phlox pilosa,2,2.366,0.232,,,,,
Phlox pilosa KSC0130223,Phlox pilosa,3,1.96,0.299,,,,,
Phlox pilosa KSC0130228,Phlox pilosa,1,1.643,0.242,,,,,
Phlox pilosa KSC0130228,Phlox pilosa,2,1.616,0.201,,,,,
Phlox pilosa KSC0130228,Phlox pilosa,3,1.714,,,,,,
,Phlox pilosa,,,,1.95211111111111,0.283400531247053,0.259125,0.0440436066383567,7.53347269121509
Phlox pilosa ssp detonsa KANU00265801,Phlox pilosa ssp detonsa,1,2.273,0.232,,,,,
Phlox pilosa ssp detonsa KANU00265801,Phlox pilosa ssp detonsa,2,2.269,0.244,,,,,
Phlox pilosa ssp detonsa KANU00265801,Phlox pilosa ssp detonsa,3,2.044,0.178,,,,,
Phlox pilosa ssp detonsa KANU00265809,Phlox pilosa ssp detonsa,1,2.111,0.176,,,,,
Phlox pilosa ssp detonsa KANU00265809,Phlox pilosa ssp detonsa,2,2.016,0.174,,,,,
Phlox pilosa ssp detonsa KANU00265809,Phlox pilosa ssp detonsa,3,2.018,0.146,,,,,
Phlox pilosa ssp detonsa KANU00328842,Phlox pilosa ssp detonsa,1,2.234,0.159,,,,,
Phlox pilosa ssp detonsa KANU00328842,Phlox pilosa ssp detonsa,2,2.069,0.173,,,,,
Phlox pilosa ssp detonsa KANU00328842,Phlox pilosa ssp detonsa,3,2.242,0.235,,,,,
,Phlox pilosa ssp detonsa,,,,2.14177777777778,0.111186529959543,0.190777777777778,0.0361966081897802,11.2265579499126
Phlox pulcherrima MO13544,Phlox pulcherrima,1,2.246,0.237,,,,,
Phlox pulcherrima MO13544,Phlox pulcherrima,2,2.394,0.202,,,,,
Phlox pulcherrima MO13544,Phlox pulcherrima,3,2.191,0.231,,,,,
Phlox pulcherrima MO135546,Phlox pulcherrima,1,2.638,0.285,,,,,
Phlox pulcherrima MO135546,Phlox pulcherrima,2,2.624,,,,,,
Phlox pulcherrima MO135546,Phlox pulcherrima,3,2.08,,,,,,
Phlox pulcherrima MO90652,Phlox pulcherrima,1,2.6,,,,,,
Phlox pulcherrima MO90652,Phlox pulcherrima,2,1.741,,,,,,
,Phlox pulcherrima,,,,2.31425,0.314440432696375,0.23875,0.0344129336151395,9.69319371727749
Phlox pulvinata KANU00265943,Phlox pulvinata,1,1.367,0.261,,,,,
Phlox pulvinata KANU00265943,Phlox pulvinata,2,1.204,0.202,,,,,
Phlox pulvinata KANU00265943,Phlox pulvinata,3,1.385,0.195,,,,,
Phlox pulvinata KANU00310029,Phlox pulvinata,1,1.48,0.264,,,,,
Phlox pulvinata KANU00310029,Phlox pulvinata,2,1.335,0.229,,,,,
Phlox pulvinata KANU00310029,Phlox pulvinata,3,1.225,0.221,,,,,
Phlox pulvinata KANU00318200,Phlox pulvinata,1,1.283,0.247,,,,,
Phlox pulvinata KANU00318200,Phlox pulvinata,2,1.981,0.209,,,,,
Phlox pulvinata KANU00318200,Phlox pulvinata,3,1.555,0.232,,,,,
,Phlox pulvinata,,,,1.42388888888889,0.237465494569446,0.228888888888889,0.0248266210167852,6.22087378640776
Phlox pungens MO3904631,Phlox pungens,1,1.143,0.199,,,,,
Phlox pungens MO3904631,Phlox pungens,2,1.342,0.199,,,,,
Phlox pungens MO3904631,Phlox pungens,3,1.301,,,,,,
Phlox pungens MO3904632,Phlox pungens,1,1.486,0.179,,,,,
Phlox pungens MO3904632,Phlox pungens,2,1.326,0.197,,,,,
Phlox pungens MO3904632,Phlox pungens,3,1.113,0.222,,,,,
,Phlox pungens,,,,1.28516666666667,0.13808318748735,0.1992,0.0152708873350569,6.45163989290495
Phlox richardsonnii ssp alaskensis MO04628437,Phlox richardsonnii ssp alaskensis,1,1.283,0.229,,,,,
Phlox richardsonnii ssp alaskensis MO04628437,Phlox richardsonnii ssp alaskensis,2,1.45,0.395,,,,,
Phlox richardsonnii ssp alaskensis MO04628437,Phlox richardsonnii ssp alaskensis,3,1.693,0.259,,,,,
Phlox richardsonnii ssp alaskensis MO5318023,Phlox richardsonnii ssp alaskensis,1,1.719,0.288,,,,,
Phlox richardsonnii ssp alaskensis MO5318023,Phlox richardsonnii ssp alaskensis,2,1.515,0.288,,,,,
Phlox richardsonnii ssp alaskensis MO5318023,Phlox richardsonnii ssp alaskensis,3,1.777,0.255,,,,,
Phlox richardsonnii ssp alaskensis MO6195503,Phlox richardsonnii ssp alaskensis,1,1.88,0.312,,,,,
Phlox richardsonnii ssp alaskensis MO6195503,Phlox richardsonnii ssp alaskensis,2,1.965,0.269,,,,,
Phlox richardsonnii ssp alaskensis MO6195503,Phlox richardsonnii ssp alaskensis,3,1.562,0.272,,,,,
,Phlox richardsonnii ssp alaskensis,,,,1.64933333333333,0.216655833062487,0.285222222222222,0.0474124924934815,5.78262563303467
Phlox roemeriana KANU00265946,Phlox roemeriana,1,2.078,0.185,,,,,
Phlox roemeriana KANU00265946,Phlox roemeriana,2,2.44,0.239,,,,,
Phlox roemeriana KANU00265946,Phlox roemeriana,3,2.085,0.203,,,,,
Phlox roemeriana KANU00265947,Phlox roemeriana,1,2.207,0.193,,,,,
Phlox roemeriana KANU00265947,Phlox roemeriana,2,2.394,0.172,,,,,
Phlox roemeriana KANU00265947,Phlox roemeriana,3,1.984,0.181,,,,,
Phlox roemeriana KANU00265950,Phlox roemeriana,1,2.139,0.162,,,,,
Phlox roemeriana KANU00265950,Phlox roemeriana,2,2.352,0.155,,,,,
Phlox roemeriana KANU00265950,Phlox roemeriana,3,2.146,0.219,,,,,
,Phlox roemeriana,,,,2.20277777777778,0.15800377984227,0.189888888888889,0.0270621712194552,11.6003510825044
Phlox speciosa KANU00265951,Phlox speciosa,1,2.039,0.179,,,,,
Phlox speciosa KANU00265951,Phlox speciosa,2,2.36,0.217,,,,,
Phlox speciosa KANU00265951,Phlox speciosa,3,2.41,0.174,,,,,
Phlox speciosa KANU00265952,Phlox speciosa,1,2.597,0.204,,,,,
Phlox speciosa KANU00265952,Phlox speciosa,2,2.375,0.234,,,,,
Phlox speciosa KANU00265952,Phlox speciosa,3,1.878,0.188,,,,,
Phlox speciosa KANU00314468,Phlox speciosa,1,2.306,0.204,,,,,
Phlox speciosa KANU00314468,Phlox speciosa,2,2.279,0.234,,,,,
Phlox speciosa KANU00314468,Phlox speciosa,3,2.297,0.236,,,,,
,Phlox speciosa,,,,2.28233333333333,0.210183253376667,0.207777777777778,0.0240976024625782,10.9844919786096
Phlox stansburyi KANU00265960,Phlox stansburyi,1,2.596,0.283,,,,,
Phlox stansburyi KANU00265960,Phlox stansburyi,2,2.61,0.228,,,,,
Phlox stansburyi KANU00265960,Phlox stansburyi,3,2.512,0.235,,,,,
Phlox stansburyi KANU00265962,Phlox stansburyi,1,1.945,0.188,,,,,
Phlox stansburyi KANU00265962,Phlox stansburyi,2,1.85,0.217,,,,,
Phlox stansburyi KANU00265962,Phlox stansburyi,3,1.58,0.206,,,,,
,Phlox stansburyi,,,,2.18216666666667,0.445483295609014,0.226166666666667,0.0324309522935523,9.6484893146647
Phlox stolonifera KANU00265964,Phlox stolonifera,1,3.36,0.256,,,,,
Phlox stolonifera KANU00265964,Phlox stolonifera,2,3.871,0.302,,,,,
Phlox stolonifera KANU00265964,Phlox stolonifera,3,3.165,0.308,,,,,
Phlox stolonifera KANU00324226,Phlox stolonifera,1,2.781,0.204,,,,,
Phlox stolonifera KANU00324226,Phlox stolonifera,2,3.2,0.204,,,,,
Phlox stolonifera KANU00324226,Phlox stolonifera,3,2.622,0.234,,,,,
Phlox stolonifera KSC0130330,Phlox stolonifera,1,3.369,0.25,,,,,
Phlox stolonifera KSC0130330,Phlox stolonifera,2,3.036,0.271,,,,,
Phlox stolonifera KSC0130330,Phlox stolonifera,3,3.391,,,,,,
Phlox stolonifera KSC0130331,Phlox stolonifera,1,3.879,0.294,,,,,
Phlox stolonifera KSC0130332,Phlox stolonifera,1,2.407,0.238,,,,,
Phlox stolonifera KSC0130332,Phlox stolonifera,2,2.821,0.211,,,,,
Phlox stolonifera KSC0130332,Phlox stolonifera,3,3.094,0.283,,,,,
,Phlox stolonifera,,,,3.15353846153846,0.437355045583603,0.254583333333333,0.0375026261706696,12.3870577867305
Phlox subulata KANU00265966,Phlox subulata,1,1.762,0.214,,,,,
Phlox subulata KANU00265966,Phlox subulata,2,1.13,0.159,,,,,
Phlox subulata KANU00265966,Phlox subulata,3,1.749,0.122,,,,,
Phlox subulata KANU00265968,Phlox subulata,1,1.53,0.162,,,,,
Phlox subulata KANU00265968,Phlox subulata,2,1.581,0.167,,,,,
Phlox subulata KANU00265968,Phlox subulata,3,1.2,0.17,,,,,
Phlox subulata KANU00265973,Phlox subulata,1,1.386,0.211,,,,,
Phlox subulata KANU00265973,Phlox subulata,2,1.364,0.202,,,,,
Phlox subulata KANU00265973,Phlox subulata,3,1.404,0.221,,,,,
Phlox subulata KANU00265974,Phlox subulata,1,1.608,0.174,,,,,
Phlox subulata KANU00265974,Phlox subulata,2,1.825,0.212,,,,,
Phlox subulata KANU00265974,Phlox subulata,3,1.575,0.173,,,,,
Phlox subulata KSC0130333,Phlox subulata,1,1.785,0.217,,,,,
Phlox subulata KSC0130333,Phlox subulata,2,2.934,0.23,,,,,
Phlox subulata KSC0130333,Phlox subulata,3,2.377,0.255,,,,,
Phlox subulata KSC0130334,Phlox subulata,1,2.811,0.277,,,,,
Phlox subulata KSC0130334,Phlox subulata,2,1.865,,,,,,
Phlox subulata KSC0130336,Phlox subulata,1,1.841,0.164,,,,,
Phlox subulata KSC0130336,Phlox subulata,2,1.286,0.18,,,,,
Phlox subulata KSC0130336,Phlox subulata,3,1.427,0.174,,,,,
,Phlox subulata,,,,1.722,0.484985621056521,0.193894736842105,0.0375024365680152,8.88110749185668
Phlox tenuifolia KANU00265972,Phlox tenuifolia,1,1.657,0.322,,,,,
Phlox tenuifolia KANU00265972,Phlox tenuifolia,2,1.619,0.294,,,,,
Phlox tenuifolia KANU00265972,Phlox tenuifolia,3,1.377,0.245,,,,,
,Phlox tenuifolia,,,,1.551,0.15188153278131,0.287,0.0389743505398102,5.40418118466899
Phlox viscida KANU00265970,Phlox viscida,1,1.967,0.246,,,,,
Phlox viscida KANU00265970,Phlox viscida,2,2.052,0.19,,,,,
Phlox viscida KANU00265970,Phlox viscida,3,2.286,0.175,,,,,
Phlox viscida KANU00265971,Phlox viscida,1,1.935,0.286,,,,,
Phlox viscida KANU00265971,Phlox viscida,2,2.214,0.273,,,,,
Phlox viscida KANU00265971,Phlox viscida,3,2.268,0.266,,,,,
,Phlox viscida,,,,2.12033333333333,0.155276098182131,0.239333333333333,0.0461288051727625,8.85933147632312
Phlox woodhousei KANU00265969,Phlox woodhousei,1,2.043,0.136,,,,,
Phlox woodhousei KANU00265969,Phlox woodhousei,2,1.721,0.152,,,,,
Phlox woodhousei KANU00265969,Phlox woodhousei,3,1.741,0.143,,,,,
Phlox woodhousei NYBG393318,Phlox woodhousei,1,1.939,0.235,,,,,
Phlox woodhousei NYBG393318,Phlox woodhousei,2,2.571,0.235,,,,,
Phlox woodhousei NYBG393318,Phlox woodhousei,3,2.453,0.237,,,,,
Phlox woodhousei NYBG392455,Phlox woodhousei,1,2.271,0.266,,,,,
Phlox woodhousei NYBG392455,Phlox woodhousei,2,1.959,0.249,,,,,
Phlox woodhousei NYBG392455,Phlox woodhousei,3,2.411,0.205,,,,,
Phlox woodhousei NYBG505447,Phlox woodhousei,1,2.883,0.346,,,,,
Phlox woodhousei NYBG505447,Phlox woodhousei,2,2.6,0.311,,,,,
Phlox woodhousei NYBG505447,Phlox woodhousei,3,2.947,0.291,,,,,
Phlox woodhousei NYBG405562,Phlox woodhousei,1,1.915,,,,,,
Phlox woodhousei NYBG405562,Phlox woodhousei,2,1.686,,,,,,
Phlox woodhousei NYBG405562,Phlox woodhousei,3,2.3,,,,,,
Phlox woodhousei NYBG384641,Phlox woodhousei,1,1.67,0.201,,,,,
Phlox woodhousei NYBG384641,Phlox woodhousei,2,1.733,0.239,,,,,
Phlox woodhousei NYBG384641,Phlox woodhousei,3,2.128,0.197,,,,,
,Phlox woodhousei,,,,2.16505555555556,0.410472965681732,0.229533333333333,0.0601282755765499,9.43242327427631
Polemonium acutiflorum KANU00263978,Polemonium acutiflorum,1,2.465,0.688,,,,,
Polemonium acutiflorum KANU00263978,Polemonium acutiflorum,2,1.745,0.482,,,,,
Polemonium acutiflorum KANU00263978,Polemonium acutiflorum,3,1.719,0.648,,,,,
Polemonium acutiflorum KANU00331057,Polemonium acutiflorum,1,2.326,1.113,,,,,
Polemonium acutiflorum KANU00331057,Polemonium acutiflorum,2,2.133,0.942,,,,,
Polemonium acutiflorum KANU00331057,Polemonium acutiflorum,3,2.831,1.011,,,,,
Polemonium acutiflorum KANU00331058,Polemonium acutiflorum,1,2.093,0.728,,,,,
Polemonium acutiflorum KANU00331058,Polemonium acutiflorum,2,2.387,1.053,,,,,
Polemonium acutiflorum KANU00331058,Polemonium acutiflorum,3,2.251,0.892,,,,,
,Polemonium acutiflorum,,,,2.21666666666667,0.348865303519853,0.839666666666667,0.21299119700119,2.63993648273124
Polemonium boreale KANU00263983,Polemonium boreale,1,0.78,0.425,,,,,
Polemonium boreale KANU00263983,Polemonium boreale,2,0.738,0.341,,,,,
Polemonium boreale KANU00263983,Polemonium boreale,3,0.866,0.284,,,,,
,Polemonium boreale,,,,0.794666666666667,0.0652482439099577,0.35,0.0709295425052214,2.27047619047619
Polemonium brandegeei KSC0127197,Polemonium brandegeei,1,2.37,0.187,,,,,
Polemonium brandegeei KSC0127197,Polemonium brandegeei,2,,0.162,,,,,
Polemonium brandegeei KSC0127197,Polemonium brandegeei,3,,0.191,,,,,
Polemonium brandegeei RMH645074,Polemonium brandegeei,1,2.524,0.446,,,,,
Polemonium brandegeei RMH645074,Polemonium brandegeei,2,2.716,0.426,,,,,
Polemonium brandegeei RMH645074,Polemonium brandegeei,3,2.22,0.501,,,,,
Polemonium brandegeei RMH684612,Polemonium brandegeei,1,3.02,0.475,,,,,
Polemonium brandegeei RMH684612,Polemonium brandegeei,2,2.89,0.46,,,,,
Polemonium brandegeei RMH684612,Polemonium brandegeei,3,3.107,0.456,,,,,
Polemonium brandegeei RMH776759,Polemonium brandegeei,1,1.67,0.264,,,,,
Polemonium brandegeei RMH776759,Polemonium brandegeei,2,1.968,0.198,,,,,
Polemonium brandegeei RMH776759,Polemonium brandegeei,3,2.465,0.439,,,,,
,Polemonium brandegeei,,,,2.495,0.460239068311239,0.350416666666667,0.135635513138125,7.12009512485137
Polemonium caeruleum KANU00263984,Polemonium caeruleum,1,1.286,0.5,,,,,
Polemonium caeruleum KANU00263984,Polemonium caeruleum,2,1.638,0.459,,,,,
,Polemonium caeruleum,,,,1.462,0.248901586977664,0.4795,0.0289913780286484,3.04900938477581
Polemonium californicum KANU00263987,Polemonium californicum,1,0.971,0.281,,,,,
Polemonium californicum KANU00263987,Polemonium californicum,2,0.929,0.528,,,,,
Polemonium californicum KANU00263987,Polemonium californicum,3,0.802,0.198,,,,,
Polemonium californicum KANU00263988,Polemonium californicum,1,1.078,0.349,,,,,
Polemonium californicum KANU00263988,Polemonium californicum,2,1.002,0.299,,,,,
Polemonium californicum KANU00263988,Polemonium californicum,3,0.964,0.306,,,,,
Polemonium californicum KSC0130367,Polemonium californicum,1,1.083,0.372,,,,,
Polemonium californicum KSC0130367,Polemonium californicum,2,1.013,0.344,,,,,
Polemonium californicum KSC0130367,Polemonium californicum,3,0.787,0.292,,,,,
,Polemonium californicum,,,,0.958777777777778,0.105832152224379,0.329888888888889,0.0896736366559934,2.90636577972381
Polemonium carneum KSC0130368,Polemonium carneum,1,1.753,0.689,,,,,
Polemonium carneum KSC0130368,Polemonium carneum,2,1.875,0.608,,,,,
Polemonium carneum KSC0130368,Polemonium carneum,3,1.731,0.527,,,,,
,Polemonium carneum,,,,1.78633333333333,0.0775714724195263,0.608,0.0810000000000002,2.93804824561404
Polemonium caucasicum NYBG,Polemonium caucasicum,1,1.276,0.689,,,,,
Polemonium caucasicum NYBG,Polemonium caucasicum,2,1.276,0.727,,,,,
Polemonium caucasicum NYBG,Polemonium caucasicum,3,1.646,0.603,,,,,
Polemonium caucasicum NYBG 2,Polemonium caucasicum,1,1.411,0.356,,,,,
Polemonium caucasicum NYBG 2,Polemonium caucasicum,2,1.525,,,,,,
Polemonium caucasicum NYBG 4,Polemonium caucasicum,1,1.352,0.483,,,,,
Polemonium caucasicum NYBG 4,Polemonium caucasicum,2,1.224,0.429,,,,,
Polemonium caucasicum NYBG 4,Polemonium caucasicum,3,1.533,0.518,,,,,
,Polemonium caucasicum,,,,1.405375,0.150119892562102,0.543571428571428,0.135990020642273,2.58544678055191
Polemonium chartaceum MO997483,Polemonium chartaceum,1,0.679,0.221,,,,,
Polemonium chartaceum MO997483,Polemonium chartaceum,2,0.864,0.241,,,,,
Polemonium chartaceum MO997483,Polemonium chartaceum,3,0.703,0.199,,,,,
,Polemonium chartaceum,,,,0.748666666666667,0.100599867461808,0.220333333333333,0.021007935008785,3.39788199697428
Polemonium confertum KANU00263989,Polemonium confertum,1,2.255,0.577,,,,,
Polemonium confertum KANU00263989,Polemonium confertum,2,2.636,0.579,,,,,
Polemonium confertum KSC0130369,Polemonium confertum,1,3.459,0.867,,,,,
Polemonium confertum KSC0130369,Polemonium confertum,2,2.66,0.524,,,,,
Polemonium confertum KSC0130369,Polemonium confertum,3,3.046,,,,,,
Polemonium confertum RMH721962,Polemonium confertum,1,2.163,0.849,,,,,
Polemonium confertum RMH721962,Polemonium confertum,2,2.043,0.773,,,,,
Polemonium confertum RMH721962,Polemonium confertum,3,2.014,0.812,,,,,
Polemonium confertum RMH721974,Polemonium confertum,1,2.359,1.165,,,,,
